timestamp,load_kW,hour,dayofweek,is_weekend
2023-01-03 22:00:00,44.30697802754207,22,1,0
2023-01-03 23:00:00,46.572468508867665,23,1,0
2023-01-04 00:00:00,34.82086980445024,0,2,0
2023-01-04 01:00:00,38.94093260253222,1,2,0
2023-01-04 02:00:00,14.401274479551278,2,2,0
2023-01-04 03:00:00,28.502910804077903,3,2,0
2023-01-04 04:00:00,22.444854284424277,4,2,0
2023-01-04 05:00:00,19.016075853334637,5,2,0
2023-01-04 06:00:00,20.45880388267751,6,2,0
2023-01-04 07:00:00,10.573268032659511,7,2,0
2023-01-04 08:00:00,20.911259504045866,8,2,0
2023-01-04 09:00:00,26.178961139760517,9,2,0
2023-01-04 10:00:00,34.88947022370758,10,2,0
2023-01-04 11:00:00,28.52636323209395,11,2,0
2023-01-04 12:00:00,30.95753198553406,12,2,0
2023-01-04 13:00:00,36.373500458615126,13,2,0
2023-01-04 14:00:00,47.07701058851037,14,2,0
2023-01-04 15:00:00,47.25035726609664,15,2,0
2023-01-04 16:00:00,45.34158003793139,16,2,0
2023-01-04 17:00:00,52.0552245599028,17,2,0
2023-01-04 18:00:00,50.4853877467402,18,2,0
2023-01-04 19:00:00,54.332112347000475,19,2,0
2023-01-04 20:00:00,44.48011558737982,20,2,0
2023-01-04 21:00:00,43.96829098480937,21,2,0
2023-01-04 22:00:00,40.53945923433921,22,2,0
2023-01-04 23:00:00,31.564710935877223,23,2,0
2023-01-05 00:00:00,36.48060138532288,0,3,0
2023-01-05 01:00:00,32.422990684361636,1,3,0
2023-01-05 02:00:00,27.525567283212304,2,3,0
2023-01-05 03:00:00,23.220462615326053,3,3,0
2023-01-05 04:00:00,14.93276523298135,4,3,0
2023-01-05 05:00:00,18.40788599183718,5,3,0
2023-01-05 06:00:00,18.286427417366152,6,3,0
2023-01-05 07:00:00,16.499726259555878,7,3,0
2023-01-05 08:00:00,21.20319038490338,8,3,0
2023-01-05 09:00:00,26.41365256627448,9,3,0
2023-01-05 10:00:00,36.93092950605265,10,3,0
2023-01-05 11:00:00,31.990603387621384,11,3,0
2023-01-05 12:00:00,36.28775195361382,12,3,0
2023-01-05 13:00:00,38.51005609770698,13,3,0
2023-01-05 14:00:00,32.90614392350479,14,3,0
2023-01-05 15:00:00,45.47403234055213,15,3,0
2023-01-05 16:00:00,48.29153210647171,16,3,0
2023-01-05 17:00:00,61.80509795676245,17,3,0
2023-01-05 18:00:00,49.03819517609439,18,3,0
2023-01-05 19:00:00,50.99662410600408,19,3,0
2023-01-05 20:00:00,47.81682220824036,20,3,0
2023-01-05 21:00:00,39.76321152970056,21,3,0
2023-01-05 22:00:00,48.2141140725751,22,3,0
2023-01-05 23:00:00,42.64195083997169,23,3,0
2023-01-06 00:00:00,38.95515973521523,0,4,0
2023-01-06 01:00:00,26.57077704948849,1,4,0
2023-01-06 02:00:00,34.513971554680495,2,4,0
2023-01-06 03:00:00,17.384142968240383,3,4,0
2023-01-06 04:00:00,24.943904412234772,4,4,0
2023-01-06 05:00:00,31.46339073471387,5,4,0
2023-01-06 06:00:00,15.047318374346558,6,4,0
2023-01-06 07:00:00,17.679623957650115,7,4,0
2023-01-06 08:00:00,22.507875768671628,8,4,0
2023-01-06 09:00:00,21.876020011620792,9,4,0
2023-01-06 10:00:00,19.746682844669337,10,4,0
2023-01-06 11:00:00,31.460529197492324,11,4,0
2023-01-06 12:00:00,29.688481431369475,12,4,0
2023-01-06 13:00:00,41.25024782971372,13,4,0
2023-01-06 14:00:00,37.902878828830985,14,4,0
2023-01-06 15:00:00,53.35627374288591,15,4,0
2023-01-06 16:00:00,44.0741145950854,16,4,0
2023-01-06 17:00:00,47.878579813307645,17,4,0
2023-01-06 18:00:00,54.06758608684835,18,4,0
2023-01-06 19:00:00,43.33456581216625,19,4,0
2023-01-06 20:00:00,49.12768072978723,20,4,0
2023-01-06 21:00:00,52.142315489210354,21,4,0
2023-01-06 22:00:00,34.46258382719386,22,4,0
2023-01-06 23:00:00,39.80545496919934,23,4,0
2023-01-07 00:00:00,36.29941397124212,0,5,1
2023-01-07 01:00:00,35.02682868234874,1,5,1
2023-01-07 02:00:00,21.31524644560959,2,5,1
2023-01-07 03:00:00,17.791115216780405,3,5,1
2023-01-07 04:00:00,24.61932677131791,4,5,1
2023-01-07 05:00:00,21.996035971829905,5,5,1
2023-01-07 06:00:00,63.75739275518815,6,5,1
2023-01-07 07:00:00,22.24335365314885,7,5,1
2023-01-07 08:00:00,18.60949533534097,8,5,1
2023-01-07 09:00:00,25.554666768006804,9,5,1
2023-01-07 10:00:00,28.965362366493405,10,5,1
2023-01-07 11:00:00,27.54595723333035,11,5,1
2023-01-07 12:00:00,44.328872555723784,12,5,1
2023-01-07 13:00:00,41.25145028109675,13,5,1
2023-01-07 14:00:00,36.54348251398676,14,5,1
2023-01-07 15:00:00,48.88936976096736,15,5,1
2023-01-07 16:00:00,43.116972705629976,16,5,1
2023-01-07 17:00:00,53.42431041304829,17,5,1
2023-01-07 18:00:00,55.79297789503702,18,5,1
2023-01-07 19:00:00,45.385475802577474,19,5,1
2023-01-07 20:00:00,52.807261702988185,20,5,1
2023-01-07 21:00:00,47.67050635248071,21,5,1
2023-01-07 22:00:00,46.61030079997245,22,5,1
2023-01-07 23:00:00,48.36625058980756,23,5,1
2023-01-08 00:00:00,33.77305941998565,0,6,1
2023-01-08 01:00:00,27.34903350167474,1,6,1
2023-01-08 02:00:00,23.052427851872384,2,6,1
2023-01-08 03:00:00,20.314346857374595,3,6,1
2023-01-08 04:00:00,21.624110396162894,4,6,1
2023-01-08 05:00:00,22.216872479747195,5,6,1
2023-01-08 06:00:00,21.383453996650097,6,6,1
2023-01-08 07:00:00,24.647028850844094,7,6,1
2023-01-08 08:00:00,22.07462840262296,8,6,1
2023-01-08 09:00:00,31.66106866798837,9,6,1
2023-01-08 10:00:00,26.17671583381022,10,6,1
2023-01-08 11:00:00,44.71856015641029,11,6,1
2023-01-08 12:00:00,38.128336738825034,12,6,1
2023-01-08 13:00:00,34.5964978944564,13,6,1
2023-01-08 14:00:00,37.145537509694435,14,6,1
2023-01-08 15:00:00,48.01896379401414,15,6,1
2023-01-08 16:00:00,46.87306713013733,16,6,1
2023-01-08 17:00:00,53.05888986479648,17,6,1
2023-01-08 18:00:00,52.366188122867726,18,6,1
2023-01-08 19:00:00,49.12474283105166,19,6,1
2023-01-08 20:00:00,43.75641246642456,20,6,1
2023-01-08 21:00:00,38.03236559436889,21,6,1
2023-01-08 22:00:00,40.267425239664895,22,6,1
2023-01-08 23:00:00,43.16427964815518,23,6,1
2023-01-09 00:00:00,36.07046872065102,0,0,0
2023-01-09 01:00:00,24.88902042990225,1,0,0
2023-01-09 02:00:00,28.36590462925591,2,0,0
2023-01-09 03:00:00,26.319985180845972,3,0,0
2023-01-09 04:00:00,17.590331762227756,4,0,0
2023-01-09 05:00:00,21.279738135391614,5,0,0
2023-01-09 06:00:00,20.29104359223,6,0,0
2023-01-09 07:00:00,14.79626111651086,7,0,0
2023-01-09 08:00:00,23.79855574497484,8,0,0
2023-01-09 09:00:00,27.19732091404296,9,0,0
2023-01-09 10:00:00,32.91525621587638,10,0,0
2023-01-09 11:00:00,36.386724583636706,11,0,0
2023-01-09 12:00:00,28.111653160214544,12,0,0
2023-01-09 13:00:00,34.1931604769622,13,0,0
2023-01-09 14:00:00,45.0751763360433,14,0,0
2023-01-09 15:00:00,48.17553147235926,15,0,0
2023-01-09 16:00:00,50.56561948829682,16,0,0
2023-01-09 17:00:00,68.75254484760963,17,0,0
2023-01-09 18:00:00,52.85445255346583,18,0,0
2023-01-09 19:00:00,55.16671559523902,19,0,0
2023-01-09 20:00:00,52.760389874232594,20,0,0
2023-01-09 21:00:00,48.8635579743272,21,0,0
2023-01-09 22:00:00,40.923653776798275,22,0,0
2023-01-09 23:00:00,42.67713177900416,23,0,0
2023-01-10 00:00:00,31.13587392731214,0,1,0
2023-01-10 01:00:00,29.933621289762144,1,1,0
2023-01-10 02:00:00,25.073182260854484,2,1,0
2023-01-10 03:00:00,24.8027689791334,3,1,0
2023-01-10 04:00:00,33.582911776600966,4,1,0
2023-01-10 05:00:00,11.174786642705234,5,1,0
2023-01-10 06:00:00,23.43130095187257,6,1,0
2023-01-10 07:00:00,12.447533249715717,7,1,0
2023-01-10 08:00:00,19.649959614286256,8,1,0
2023-01-10 09:00:00,29.83815126703862,9,1,0
2023-01-10 10:00:00,27.821400095477316,10,1,0
2023-01-10 11:00:00,25.728990433815657,11,1,0
2023-01-10 12:00:00,31.42348145370016,12,1,0
2023-01-10 13:00:00,42.28027442121119,13,1,0
2023-01-10 14:00:00,38.84816684141432,14,1,0
2023-01-10 15:00:00,46.68889466570809,15,1,0
2023-01-10 16:00:00,48.21824025628565,16,1,0
2023-01-10 17:00:00,46.23088565630694,17,1,0
2023-01-10 18:00:00,60.719720446626624,18,1,0
2023-01-10 19:00:00,52.65848250592608,19,1,0
2023-01-10 20:00:00,37.864668123478545,20,1,0
2023-01-10 21:00:00,46.53887329164535,21,1,0
2023-01-10 22:00:00,39.19106767615806,22,1,0
2023-01-10 23:00:00,43.14445235051894,23,1,0
2023-01-11 00:00:00,31.037396307836495,0,2,0
2023-01-11 01:00:00,30.544032116127692,1,2,0
2023-01-11 02:00:00,30.024936394902287,2,2,0
2023-01-11 03:00:00,28.72217425305239,3,2,0
2023-01-11 04:00:00,16.008136907954537,4,2,0
2023-01-11 05:00:00,18.838606426459233,5,2,0
2023-01-11 06:00:00,17.62527344419522,6,2,0
2023-01-11 07:00:00,17.244466442795414,7,2,0
2023-01-11 08:00:00,30.836890144638907,8,2,0
2023-01-11 09:00:00,26.418306837006565,9,2,0
2023-01-11 10:00:00,21.195580228324772,10,2,0
2023-01-11 11:00:00,35.70702405873607,11,2,0
2023-01-11 12:00:00,45.610780985063165,12,2,0
2023-01-11 13:00:00,44.04461197929355,13,2,0
2023-01-11 14:00:00,34.903150170229935,14,2,0
2023-01-11 15:00:00,43.18543135346695,15,2,0
2023-01-11 16:00:00,54.324936802699696,16,2,0
2023-01-11 17:00:00,45.95054006624212,17,2,0
2023-01-11 18:00:00,52.219097140731144,18,2,0
2023-01-11 19:00:00,53.36205766148271,19,2,0
2023-01-11 20:00:00,43.35572869887616,20,2,0
2023-01-11 21:00:00,45.30897493748921,21,2,0
2023-01-11 22:00:00,26.293663299654636,22,2,0
2023-01-11 23:00:00,33.76034746986637,23,2,0
2023-01-12 00:00:00,33.7371592430342,0,3,0
2023-01-12 01:00:00,24.87879841363794,1,3,0
2023-01-12 02:00:00,35.66205651965818,2,3,0
2023-01-12 03:00:00,17.242691392398623,3,3,0
2023-01-12 04:00:00,19.809396509748503,4,3,0
2023-01-12 05:00:00,21.16481549209443,5,3,0
2023-01-12 06:00:00,27.206366445330577,6,3,0
2023-01-12 07:00:00,13.331801849766778,7,3,0
2023-01-12 08:00:00,27.825437704008223,8,3,0
2023-01-12 09:00:00,24.44456358729972,9,3,0
2023-01-12 10:00:00,22.592456744760245,10,3,0
2023-01-12 11:00:00,33.42823169477854,11,3,0
2023-01-12 12:00:00,35.99529847786735,12,3,0
2023-01-12 13:00:00,35.88120129074384,13,3,0
2023-01-12 14:00:00,42.849010424950094,14,3,0
2023-01-12 15:00:00,43.68003373348941,15,3,0
2023-01-12 16:00:00,48.55796778302282,16,3,0
2023-01-12 17:00:00,53.24402593187479,17,3,0
2023-01-12 18:00:00,57.93008408072676,18,3,0
2023-01-12 19:00:00,43.29980990020178,19,3,0
2023-01-12 20:00:00,58.65554793004792,20,3,0
2023-01-12 21:00:00,35.8461627201857,21,3,0
2023-01-12 22:00:00,41.74107452482208,22,3,0
2023-01-12 23:00:00,41.8238717089607,23,3,0
2023-01-13 00:00:00,36.40495933867516,0,4,0
2023-01-13 01:00:00,28.004216724359217,1,4,0
2023-01-13 02:00:00,26.459388748213623,2,4,0
2023-01-13 03:00:00,21.928393608907623,3,4,0
2023-01-13 04:00:00,19.06279515851236,4,4,0
2023-01-13 05:00:00,24.759123090769094,5,4,0
2023-01-13 06:00:00,21.785077429825236,6,4,0
2023-01-13 07:00:00,17.046564629360702,7,4,0
2023-01-13 08:00:00,26.50761832039968,8,4,0
2023-01-13 09:00:00,25.92989588658483,9,4,0
2023-01-13 10:00:00,30.09787720983254,10,4,0
2023-01-13 11:00:00,34.26585853308025,11,4,0
2023-01-13 12:00:00,30.855024945389637,12,4,0
2023-01-13 13:00:00,36.08138047555296,13,4,0
2023-01-13 14:00:00,46.23646802561631,14,4,0
2023-01-13 15:00:00,48.65845304496554,15,4,0
2023-01-13 16:00:00,47.88587308694584,16,4,0
2023-01-13 17:00:00,50.075524310879935,17,4,0
2023-01-13 18:00:00,56.38832447894213,18,4,0
2023-01-13 19:00:00,46.53103045015688,19,4,0
2023-01-13 20:00:00,50.72586796261677,20,4,0
2023-01-13 21:00:00,44.595638455628745,21,4,0
2023-01-13 22:00:00,41.411593983863895,22,4,0
2023-01-13 23:00:00,44.37616993647377,23,4,0
2023-01-14 00:00:00,39.12708174494015,0,5,1
2023-01-14 01:00:00,35.18526250346538,1,5,1
2023-01-14 02:00:00,34.02739403577164,2,5,1
2023-01-14 03:00:00,24.498417490365583,3,5,1
2023-01-14 04:00:00,25.41938379970824,4,5,1
2023-01-14 05:00:00,18.959778822696695,5,5,1
2023-01-14 06:00:00,21.62083176244221,6,5,1
2023-01-14 07:00:00,19.860397333825553,7,5,1
2023-01-14 08:00:00,22.494598768197015,8,5,1
2023-01-14 09:00:00,27.369183409386356,9,5,1
2023-01-14 10:00:00,23.408896583832636,10,5,1
2023-01-14 11:00:00,41.57965070188949,11,5,1
2023-01-14 12:00:00,29.96991309250149,12,5,1
2023-01-14 13:00:00,32.81134261259915,13,5,1
2023-01-14 14:00:00,48.29055436750034,14,5,1
2023-01-14 15:00:00,49.56491518761289,15,5,1
2023-01-14 16:00:00,51.11098014202736,16,5,1
2023-01-14 17:00:00,52.63061494065742,17,5,1
2023-01-14 18:00:00,49.93876613576543,18,5,1
2023-01-14 19:00:00,45.002615536906866,19,5,1
2023-01-14 20:00:00,48.369403847735214,20,5,1
2023-01-14 21:00:00,42.220793160237655,21,5,1
2023-01-14 22:00:00,47.37559866708875,22,5,1
2023-01-14 23:00:00,38.14699876902713,23,5,1
2023-01-15 00:00:00,30.87251401603744,0,6,1
2023-01-15 01:00:00,70.13207683703337,1,6,1
2023-01-15 02:00:00,29.56465727137812,2,6,1
2023-01-15 03:00:00,64.72432655454574,3,6,1
2023-01-15 04:00:00,17.898516965401264,4,6,1
2023-01-15 05:00:00,21.729548663123538,5,6,1
2023-01-15 06:00:00,21.224832855543617,6,6,1
2023-01-15 07:00:00,17.976396728808325,7,6,1
2023-01-15 08:00:00,19.65442741514181,8,6,1
2023-01-15 09:00:00,25.553647968989967,9,6,1
2023-01-15 10:00:00,20.25957829251338,10,6,1
2023-01-15 11:00:00,24.080395451579413,11,6,1
2023-01-15 12:00:00,31.40777889373782,12,6,1
2023-01-15 13:00:00,37.81504991797858,13,6,1
2023-01-15 14:00:00,44.054537827990025,14,6,1
2023-01-15 15:00:00,26.491691401272988,15,6,1
2023-01-15 16:00:00,52.27867917277668,16,6,1
2023-01-15 17:00:00,48.689194744518886,17,6,1
2023-01-15 18:00:00,49.904918960486555,18,6,1
2023-01-15 19:00:00,44.47624057114698,19,6,1
2023-01-15 20:00:00,47.89781537680463,20,6,1
2023-01-15 21:00:00,44.16330852319752,21,6,1
2023-01-15 22:00:00,44.11359280169045,22,6,1
2023-01-15 23:00:00,34.746130958776206,23,6,1
2023-01-16 00:00:00,37.59673257120586,0,0,0
2023-01-16 01:00:00,38.78140888847508,1,0,0
2023-01-16 02:00:00,26.956199257715713,2,0,0
2023-01-16 03:00:00,26.401956892696493,3,0,0
2023-01-16 04:00:00,25.460338901788983,4,0,0
2023-01-16 05:00:00,18.505010246234793,5,0,0
2023-01-16 06:00:00,21.120462409052084,6,0,0
2023-01-16 07:00:00,20.57407460957295,7,0,0
2023-01-16 08:00:00,22.497999435977583,8,0,0
2023-01-16 09:00:00,20.528349362924455,9,0,0
2023-01-16 10:00:00,27.622550871294713,10,0,0
2023-01-16 11:00:00,33.60770577968944,11,0,0
2023-01-16 12:00:00,42.25571803897521,12,0,0
2023-01-16 13:00:00,43.67863980696384,13,0,0
2023-01-16 14:00:00,53.26591228755778,14,0,0
2023-01-16 15:00:00,41.769863903357965,15,0,0
2023-01-16 16:00:00,52.35198424036997,16,0,0
2023-01-16 17:00:00,50.405597423027785,17,0,0
2023-01-16 18:00:00,60.94901466608836,18,0,0
2023-01-16 19:00:00,45.44739596756027,19,0,0
2023-01-16 20:00:00,43.7917718458627,20,0,0
2023-01-16 21:00:00,42.6096384905781,21,0,0
2023-01-16 22:00:00,31.880521378450965,22,0,0
2023-01-16 23:00:00,36.25351056813401,23,0,0
2023-01-17 00:00:00,31.20433669223151,0,1,0
2023-01-17 01:00:00,31.869683255843228,1,1,0
2023-01-17 02:00:00,29.208779878885796,2,1,0
2023-01-17 03:00:00,33.77425247828122,3,1,0
2023-01-17 04:00:00,26.76173813416367,4,1,0
2023-01-17 05:00:00,17.62659432735196,5,1,0
2023-01-17 06:00:00,15.50792664325821,6,1,0
2023-01-17 07:00:00,22.9707084631965,7,1,0
2023-01-17 08:00:00,15.408452908130212,8,1,0
2023-01-17 09:00:00,33.55069211147355,9,1,0
2023-01-17 10:00:00,33.397200603606436,10,1,0
2023-01-17 11:00:00,28.771836062938664,11,1,0
2023-01-17 12:00:00,26.434327354545612,12,1,0
2023-01-17 13:00:00,45.651647547364874,13,1,0
2023-01-17 14:00:00,41.92730077373691,14,1,0
2023-01-17 15:00:00,51.795683277665525,15,1,0
2023-01-17 16:00:00,40.01824276279474,16,1,0
2023-01-17 17:00:00,46.49201227956716,17,1,0
2023-01-17 18:00:00,50.026218498590914,18,1,0
2023-01-17 19:00:00,49.723790363159736,19,1,0
2023-01-17 20:00:00,45.74005369937037,20,1,0
2023-01-17 21:00:00,48.72085137953571,21,1,0
2023-01-17 22:00:00,37.16189785308703,22,1,0
2023-01-17 23:00:00,38.170388251431355,23,1,0
2023-01-18 00:00:00,35.601478158559495,0,2,0
2023-01-18 01:00:00,33.68990849375594,1,2,0
2023-01-18 02:00:00,26.230048158384186,2,2,0
2023-01-18 03:00:00,18.77018782301244,3,2,0
2023-01-18 04:00:00,14.339048089555307,4,2,0
2023-01-18 05:00:00,26.89949671515652,5,2,0
2023-01-18 06:00:00,21.66157005989796,6,2,0
2023-01-18 07:00:00,16.768679922881205,7,2,0
2023-01-18 08:00:00,29.76537882084604,8,2,0
2023-01-18 09:00:00,24.97177145366608,9,2,0
2023-01-18 10:00:00,33.39648592031913,10,2,0
2023-01-18 11:00:00,31.45530673051273,11,2,0
2023-01-18 12:00:00,45.303739624409936,12,2,0
2023-01-18 13:00:00,47.65898988875384,13,2,0
2023-01-18 14:00:00,41.25517925760463,14,2,0
2023-01-18 15:00:00,50.46445647256999,15,2,0
2023-01-18 16:00:00,51.21726080469232,16,2,0
2023-01-18 17:00:00,56.33204518199777,17,2,0
2023-01-18 18:00:00,45.17538269709948,18,2,0
2023-01-18 19:00:00,52.919144694328224,19,2,0
2023-01-18 20:00:00,53.28250349101451,20,2,0
2023-01-18 21:00:00,36.81290428568264,21,2,0
2023-01-18 22:00:00,36.583707436671126,22,2,0
2023-01-18 23:00:00,28.686124787737317,23,2,0
2023-01-19 00:00:00,33.65296582777721,0,3,0
2023-01-19 01:00:00,34.705425602442,1,3,0
2023-01-19 02:00:00,35.01178526048014,2,3,0
2023-01-19 03:00:00,24.763872184300663,3,3,0
2023-01-19 04:00:00,30.15269667108988,4,3,0
2023-01-19 05:00:00,13.610605314589517,5,3,0
2023-01-19 06:00:00,11.483087803224226,6,3,0
2023-01-19 07:00:00,20.23337411118088,7,3,0
2023-01-19 08:00:00,23.92994618792996,8,3,0
2023-01-19 09:00:00,24.22992454173132,9,3,0
2023-01-19 10:00:00,17.162789499800617,10,3,0
2023-01-19 11:00:00,30.672114125898247,11,3,0
2023-01-19 12:00:00,28.477652497475734,12,3,0
2023-01-19 13:00:00,42.230648420688006,13,3,0
2023-01-19 14:00:00,44.33299123048424,14,3,0
2023-01-19 15:00:00,44.877018850283676,15,3,0
2023-01-19 16:00:00,45.42104647008311,16,3,0
2023-01-19 17:00:00,44.19281978489127,17,3,0
2023-01-19 18:00:00,49.686604513634144,18,3,0
2023-01-19 19:00:00,54.26459899684222,19,3,0
2023-01-19 20:00:00,43.061750825088865,20,3,0
2023-01-19 21:00:00,48.12683429538743,21,3,0
2023-01-19 22:00:00,39.848711908137794,22,3,0
2023-01-19 23:00:00,34.9179215152261,23,3,0
2023-01-20 00:00:00,34.46484820022721,0,4,0
2023-01-20 01:00:00,25.941502711365317,1,4,0
2023-01-20 02:00:00,24.73175347326409,2,4,0
2023-01-20 03:00:00,18.404008819257545,3,4,0
2023-01-20 04:00:00,31.833244607815367,4,4,0
2023-01-20 05:00:00,20.68743036552262,5,4,0
2023-01-20 06:00:00,16.50137246003707,6,4,0
2023-01-20 07:00:00,21.581012159335085,7,4,0
2023-01-20 08:00:00,21.447978694779273,8,4,0
2023-01-20 09:00:00,23.28855028453567,9,4,0
2023-01-20 10:00:00,30.570833500217127,10,4,0
2023-01-20 11:00:00,34.905252873698714,11,4,0
2023-01-20 12:00:00,32.34749426194736,12,4,0
2023-01-20 13:00:00,36.00319447331441,13,4,0
2023-01-20 14:00:00,41.12474151424178,14,4,0
2023-01-20 15:00:00,34.09699589412029,15,4,0
2023-01-20 16:00:00,40.41442574577382,16,4,0
2023-01-20 17:00:00,56.323258731558646,17,4,0
2023-01-20 18:00:00,58.22483856750642,18,4,0
2023-01-20 19:00:00,48.24370719655413,19,4,0
2023-01-20 20:00:00,50.87316587204541,20,4,0
2023-01-20 21:00:00,47.162852490515895,21,4,0
2023-01-20 22:00:00,57.89440404227619,22,4,0
2023-01-20 23:00:00,44.480160233710706,23,4,0
2023-01-21 00:00:00,34.36041204259617,0,5,1
2023-01-21 01:00:00,26.34001212046006,1,5,1
2023-01-21 02:00:00,19.46776839871214,2,5,1
2023-01-21 03:00:00,25.410716461537906,3,5,1
2023-01-21 04:00:00,18.227865216811903,4,5,1
2023-01-21 05:00:00,13.399844057675605,5,5,1
2023-01-21 06:00:00,16.767135578787368,6,5,1
2023-01-21 07:00:00,15.103372587592,7,5,1
2023-01-21 08:00:00,30.445327118596246,8,5,1
2023-01-21 09:00:00,28.80159706694904,9,5,1
2023-01-21 10:00:00,27.460136793416915,10,5,1
2023-01-21 11:00:00,38.51743501791232,11,5,1
2023-01-21 12:00:00,35.386841538238095,12,5,1
2023-01-21 13:00:00,34.5758646698965,13,5,1
2023-01-21 14:00:00,50.11562038634828,14,5,1
2023-01-21 15:00:00,48.30115193622151,15,5,1
2023-01-21 16:00:00,48.419172970069745,16,5,1
2023-01-21 17:00:00,48.53719400391798,17,5,1
2023-01-21 18:00:00,45.62190873307621,18,5,1
2023-01-21 19:00:00,42.57488873951434,19,5,1
2023-01-21 20:00:00,52.621268794424786,20,5,1
2023-01-21 21:00:00,55.15368492014886,21,5,1
2023-01-21 22:00:00,35.50716213090429,22,5,1
2023-01-21 23:00:00,41.69713185999068,23,5,1
2023-01-22 00:00:00,31.746787154390866,0,6,1
2023-01-22 01:00:00,28.682087404638708,1,6,1
2023-01-22 02:00:00,24.538030378805654,2,6,1
2023-01-22 03:00:00,20.073444433802702,3,6,1
2023-01-22 04:00:00,22.252227082957553,4,6,1
2023-01-22 05:00:00,16.356362023608785,5,6,1
2023-01-22 06:00:00,21.352284128899193,6,6,1
2023-01-22 07:00:00,20.25992205841829,7,6,1
2023-01-22 08:00:00,20.814878708901375,8,6,1
2023-01-22 09:00:00,19.8555799719938,9,6,1
2023-01-22 10:00:00,24.616143347158335,10,6,1
2023-01-22 11:00:00,34.894670452590965,11,6,1
